Dates,Close
17-09-19,1501.38
18-09-19,1494
19-09-19,1499.03
20-09-19,1516.9
23-09-19,1522.24
24-09-19,1531.87
25-09-19,1504.05
26-09-19,1504.78
27-09-19,1497.01
30-09-19,1472.49
01-10-19,1479.14
02-10-19,1499.45
03-10-19,1505.19
04-10-19,1504.66
